path,mode,lambda,ess,accuracy,ece,nll,brier,avg_confidence,confidence_gap,mean_logit_norm,posthoc_temperature,ts_ece,ts_nll,ts_brier,ts_avg_confidence
results/pace_ivon_lbd01_ess_sweep/Ess1600/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess1600_Hi0.1_lr0.03_caltech101_caltech101.json,mean,0.1,1600.0,0.8069558143615723,0.20268963277339935,0.9457684755325317,0.34010761976242065,0.6042662262916565,0.20268958806991577,7.7574992179870605,0.7519601583480835,0.082418292760849,0.7432330250740051,0.28528428077697754,0.7310245633125305
results/pace_ivon_lbd01_ess_sweep/Ess1600/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess1600_Hi0.1_lr0.03_caltech101_caltech101_MCIVON10.json,mc10,0.1,1600.0,0.7872866988182068,0.25235143303871155,1.1399627923965454,0.39759311079978943,0.5349352955818176,0.25235140323638916,,0.6906628012657166,0.09038379788398743,0.8483933806419373,0.317081093788147,0.6983669996261597
results/pace_ivon_lbd01_ess_sweep/Ess1e+06/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Hi0.1_lr0.03_caltech101_caltech101.json,mean,0.1,1000000.0,0.946593701839447,0.04704974219202995,0.264204740524292,0.08803842216730118,0.8995439410209656,0.047049760818481445,8.137308120727539,0.9114766120910645,0.019631464034318924,0.238059401512146,0.08445760607719421,0.9270384311676025
results/pace_ivon_lbd01_ess_sweep/Ess1e+06/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Hi0.1_lr0.03_caltech101_caltech101_MCIVON10.json,mc10,0.1,1000000.0,0.9464634656906128,0.0471634715795517,0.2645038068294525,0.0881529301404953,0.8993000984191895,0.04716336727142334,,0.9112994074821472,0.020004384219646454,0.23823878169059753,0.0845547690987587,0.9268859028816223
results/pace_ivon_lbd01_ess_sweep/Ess200000/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess200000_Hi0.1_lr0.03_caltech101_caltech101.json,mean,0.1,200000.0,0.9468542337417603,0.04785946384072304,0.26325148344039917,0.08806160092353821,0.8989948034286499,0.04785943031311035,8.14024543762207,0.9106878638267517,0.020032193511724472,0.23662681877613068,0.08443552255630493,0.9268220663070679
results/pace_ivon_lbd01_ess_sweep/Ess200000/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess200000_Hi0.1_lr0.03_caltech101_caltech101_MCIVON10.json,mc10,0.1,200000.0,0.9471147656440735,0.04903522506356239,0.26349374651908875,0.0882054790854454,0.898079514503479,0.04903525114059448,,0.9096553921699524,0.02075444534420967,0.23622989654541016,0.08443312346935272,0.9263603091239929
results/pace_ivon_lbd01_ess_sweep/Ess40000/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess40000_Hi0.1_lr0.03_caltech101_caltech101.json,mean,0.1,40000.0,0.9471147656440735,0.04936303198337555,0.25886037945747375,0.087417371571064,0.8977518081665039,0.04936295747756958,8.153141975402832,0.90816730260849,0.02058205008506775,0.2307787537574768,0.08360011130571365,0.9265327453613281
results/pace_ivon_lbd01_ess_sweep/Ess40000/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess40000_Hi0.1_lr0.03_caltech101_caltech101_MCIVON10.json,mc10,0.1,40000.0,0.9473752975463867,0.05343261733651161,0.2611275613307953,0.0880918800830841,0.893942654132843,0.0534326434135437,,0.9043722152709961,0.02289789915084839,0.23053835332393646,0.0837281122803688,0.9244773387908936
results/pace_ivon_lbd01_ess_sweep/Ess8000/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess8000_Hi0.1_lr0.03_caltech101_caltech101.json,mean,0.1,8000.0,0.9480265974998474,0.05740492790937424,0.2547699213027954,0.08819808065891266,0.8906216025352478,0.05740499496459961,8.206945419311523,0.9013253450393677,0.025276562198996544,0.22196149826049805,0.08350560069084167,0.922749936580658
results/pace_ivon_lbd01_ess_sweep/Ess8000/pace_Lbd0.1_S1.2_LoRAadd_R10_IVON_Ess8000_Hi0.1_lr0.03_caltech101_caltech101_MCIVON10.json,mc10,0.1,8000.0,0.9462029337882996,0.06869195401668549,0.26823553442955017,0.09232620894908905,0.8775109648704529,0.06869196891784668,,0.8907002210617065,0.030664823949337006,0.22690384089946747,0.08564089983701706,0.9155381917953491
